mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__max_depth,param_classifier__min_samples_split,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11971578598022461,0.0062238996146016965,0.009603214263916016,0.0013821763066187685,,,2,50,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.7577460926789141,0.7648798076923077,0.7786858974358974,0.7462419871794872,0.7512419871794871,0.7597591544332186,0.01134681503074145,9
0.24804940223693847,0.014352163871569373,0.012436771392822265,0.0031360345749180296,,,2,100,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.7521572928595622,0.7508974358974358,0.7877564102564103,0.7492067307692307,0.7457772435897436,0.7571590226744765,0.015448033781855799,18
0.4718693733215332,0.006915169572617351,0.01834721565246582,0.0021130187351992183,,,2,200,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.7353263762318748,0.7577083333333333,0.7860657051282051,0.7385176282051281,0.7247516025641025,0.7484739290925287,0.02160162353483856,57
0.12613372802734374,0.010712752877371131,0.005808877944946289,0.0007711801046097063,,,5,50,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.7403506508169487,0.7591105769230769,0.7778205128205128,0.7484535256410256,0.7362419871794872,0.7523954506762103,0.014920302042020796,34
0.2336106777191162,0.008570294453622916,0.010901975631713866,0.0033914183952704754,,,5,100,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.7411087275601219,0.7554006410256411,0.7805849358974358,0.7420272435897436,0.7352964743589745,0.7508836044863834,0.016245089593782035,44
0.4710224151611328,0.028211631935665015,0.020252418518066407,0.00898721348449958,,,5,200,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.7409796932208583,0.7575801282051282,0.7848717948717948,0.7432692307692308,0.7348076923076923,0.7523017078749408,0.017913606712911513,35
0.11578135490417481,0.006597589261241639,0.006136131286621094,0.0015850610126967727,,,10,50,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.7539476443168439,0.7658173076923077,0.7838942307692308,0.7386538461538462,0.7371153846153846,0.7558856827095226,0.017527876161403628,23
0.2610931396484375,0.005372670615943447,0.012677001953125,0.004634218891662722,,,10,100,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.7483669091436959,0.7757532051282051,0.7881730769230768,0.7374839743589745,0.7467147435897437,0.7592983818287392,0.01927808416963831,12
0.4735651969909668,0.0193270563809252,0.01772475242614746,0.002895442297911576,,,10,200,"{'classifier__class_weight': None, 'classifier__max_depth': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.744979757738028,0.7693108974358974,0.7825961538461539,0.7335576923076923,0.7361378205128205,0.7533164643681184,0.019329447279056257,32
0.09701128005981445,0.008022899200910321,0.006464385986328125,0.0022234185650805366,,10,2,50,"{'classifier__class_weight': None, 'classifier__max_depth': 10, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.7386893336989306,0.7415705128205128,0.7922435897435897,0.7404807692307693,0.7303685897435899,0.7486705590474785,0.022139011981432886,56
0.19083056449890137,0.010216978848008922,0.009383249282836913,0.003816190318341449,,10,2,100,"{'classifier__class_weight': None, 'classifier__max_depth': 10, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.7440603880707753,0.7468429487179488,0.7972115384615385,0.7449839743589743,0.7406570512820513,0.7547511801782576,0.021324905463419624,30
