mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__min_samples_split,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.122947359085083,0.0069715214027485034,0.008375167846679688,0.0017010266755434704,,2,50,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.7577460926789141,0.7648798076923077,0.7786858974358974,0.7462419871794872,0.7512419871794871,0.7597591544332186,0.01134681503074145,2
0.241434907913208,0.004492380153609599,0.010055255889892579,0.0017675216276513562,,2,100,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.7521572928595622,0.7508974358974358,0.7877564102564103,0.7492067307692307,0.7457772435897436,0.7571590226744765,0.015448033781855799,8
0.48973994255065917,0.012786495210250168,0.017596864700317384,0.003103340636631095,,2,200,"{'classifier__max_depth': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.7353263762318748,0.7577083333333333,0.7860657051282051,0.7385176282051281,0.7247516025641025,0.7484739290925287,0.02160162353483856,24
0.12246685028076172,0.002217832460663539,0.006042957305908203,0.001205724105782125,,5,50,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.7403506508169487,0.7591105769230769,0.7778205128205128,0.7484535256410256,0.7362419871794872,0.7523954506762103,0.014920302042020796,19
0.2442028045654297,0.008625355176728869,0.010216140747070312,0.0018504331008102227,,5,100,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.7411087275601219,0.7554006410256411,0.7805849358974358,0.7420272435897436,0.7352964743589745,0.7508836044863834,0.016245089593782035,22
0.4696232795715332,0.015806196272639215,0.01771535873413086,0.0032535501585280323,,5,200,"{'classifier__max_depth': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.7409796932208583,0.7575801282051282,0.7848717948717948,0.7432692307692308,0.7348076923076923,0.7523017078749408,0.017913606712911513,20
0.11921992301940917,0.007883107273602535,0.0061721324920654295,0.0018347244777977894,,10,50,"{'classifier__max_depth': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.7539476443168439,0.7658173076923077,0.7838942307692308,0.7386538461538462,0.7371153846153846,0.7558856827095226,0.017527876161403628,12
0.22925939559936523,0.009159381151824783,0.009699010848999023,0.0022512589794855668,,10,100,"{'classifier__max_depth': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.7483669091436959,0.7757532051282051,0.7881730769230768,0.7374839743589745,0.7467147435897437,0.7592983818287392,0.01927808416963831,4
0.44814305305480956,0.01554751969888538,0.018914127349853517,0.004108370392128738,,10,200,"{'classifier__max_depth': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.744979757738028,0.7693108974358974,0.7825961538461539,0.7335576923076923,0.7361378205128205,0.7533164643681184,0.019329447279056257,18
0.10126895904541015,0.003898684418658997,0.00666499137878418,0.002827344057467832,10,2,50,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.7386893336989306,0.7415705128205128,0.7922435897435897,0.7404807692307693,0.7303685897435899,0.7486705590474785,0.022139011981432886,23
0.194102144241333,0.0038853243760459157,0.008210706710815429,0.0010475882452593633,10,2,100,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.7440603880707753,0.7468429487179488,0.7972115384615385,0.7449839743589743,0.7406570512820513,0.7547511801782576,0.021324905463419624,16
0.37544732093811034,0.0013488806868383895,0.015936565399169923,0.002696737063507365,10,2,200,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.7531573089888547,0.7584294871794871,0.7825961538461538,0.735673076923077,0.7425961538461537,0.7544904361567453,0.01614181946408292,17
0.0982518196105957,0.006613304477478132,0.005054330825805664,0.0007384396608697476,10,5,50,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.7432539234503781,0.76625,0.7835897435897435,0.7324679487179487,0.749423076923077,0.7549969385362295,0.018003897422263663,15
0.19312448501586915,0.00535720610490202,0.009530878067016602,0.0028746795144290304,10,5,100,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.7479959354183132,0.7634455128205129,0.7852564102564102,0.7421794871794872,0.7406730769230768,0.7559100845195601,0.016741081050752876,11
0.36785426139831545,0.010460039815377369,0.014906358718872071,0.0018204463770198855,10,5,200,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.7470765657510604,0.7678044871794871,0.7896634615384615,0.7434935897435897,0.7469391025641026,0.7589954413553401,0.01758322526953677,5
0.09422111511230469,0.005693023882803462,0.0066678524017333984,0.0024760190462436603,10,10,50,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.7525766544621688,0.7674679487179487,0.774150641025641,0.7474358974358973,0.7481089743589744,0.7579480232001261,0.01085649186952414,6
0.2066175937652588,0.03367326363800961,0.007841014862060547,0.00099210996965746,10,10,100,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.7499153212148582,0.7721634615384616,0.7799198717948719,0.7451121794871796,0.7326121794871795,0.7559446027045101,0.017526896536833626,10
0.36170573234558107,0.005670929067343027,0.015361452102661132,0.002246799358970674,10,10,200,"{'classifier__max_depth': 10, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.7490120808400136,0.7724198717948718,0.7770032051282052,0.7426923076923078,0.7363782051282051,0.7555011341167207,0.0162508030712547,13
0.11904082298278809,0.0013193762475115268,0.0060844898223876955,0.0015928786587044194,20,2,50,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 50}",0.7504959757415444,0.7651923076923077,0.7970272435897435,0.7344551282051281,0.7328445512820513,0.756003041302155,0.02365748837074343,9
0.23313684463500978,0.0027777429105132027,0.009307765960693359,0.0012660839985004415,20,2,100,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.7454313779254503,0.7673397435897436,0.7964423076923077,0.7412419871794872,0.737948717948718,0.7576808268671413,0.02193347961466177,7
0.4469924449920654,0.008842713721707413,0.020790576934814453,0.002740298545006696,20,2,200,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.7413103437152213,0.7591105769230769,0.790713141025641,0.737988782051282,0.7275080128205129,0.7513261713071469,0.022169518635310737,21
0.12193002700805664,0.012083356638791029,0.005246019363403321,2.1653657856168677e-05,20,5,50,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.7377699640316779,0.7516346153846153,0.7694070512820513,0.7319471153846153,0.7293669871794872,0.7440251466524893,0.014845961639939585,27
0.23550262451171874,0.005391429919343879,0.009588241577148438,0.001550407462932754,20,5,100,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.7411490507911419,0.7464903846153846,0.775176282051282,0.7275801282051282,0.7321794871794871,0.7445150665684848,0.0166991061719794,26
0.4538256168365479,0.0070476801285209835,0.016094398498535157,0.0019968407849033244,20,5,200,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}",0.74049581444862,0.7559294871794872,0.7784855769230768,0.7335576923076923,0.7313942307692307,0.7479725603256214,0.01750935765011516,25
0.10967884063720704,0.004755056297789856,0.0066851615905761715,0.0019488513430957757,20,10,50,"{'classifier__max_depth': 20, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.74551202438749,0.7710096153846153,0.7914102564102563,0.7440224358974359,0.7448397435897436,0.7593588151339082,0.018977763909046985,3
