mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.011799240112304687,0.0011128401100399137,0.0023401260375976564,3.340835607441963e-05,0.01,3,50,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 50, 'classifier__subsample': 0.8}",0.7467297859642897,0.7994070512820514,0.8040865384615385,0.7604647435897436,0.7380368589743589,0.7697449956543964,0.027130823775240905,2
0.009525775909423828,0.0006260189460814759,0.0021794319152832033,4.6404953403001924e-05,0.01,3,50,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 50, 'classifier__subsample': 1.0}",0.7572783431990839,0.8021233974358974,0.7810176282051282,0.7581089743589744,0.7264423076923077,0.7649941301782783,0.025410693546057978,3
0.013529777526855469,0.000592156131265781,0.002264404296875,6.10432768426372e-05,0.01,3,100,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__subsample': 0.8}",0.7528831110179196,0.7915464743589744,0.80375,0.7598237179487181,0.7416746794871794,0.7699355965625584,0.023673448017786904,1
0.012282848358154297,0.00015115309206782679,0.0022326946258544923,5.892356853646201e-05,0.01,3,100,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 100, 'classifier__subsample': 1.0}",0.7415038952241165,0.7929246794871795,0.7797916666666667,0.7577403846153846,0.7399679487179488,0.7623857149422592,0.020956055172588788,6
0.02216501235961914,0.0006993678999345368,0.0025230884552001954,0.00010570809795189765,0.01,3,200,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__subsample': 0.8}",0.7462055839610315,0.7844711538461538,0.7957211538461539,0.7477724358974358,0.7412900641025642,0.7630920783306678,0.02243610661265642,4
0.02301058769226074,0.0029736123819957914,0.002556514739990234,0.00014642700981897216,0.01,3,200,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 200, 'classifier__subsample': 1.0}",0.7300924208454975,0.7862740384615385,0.7854647435897436,0.7546233974358973,0.7468509615384615,0.7606611123742277,0.022058382868157735,8
0.015900897979736327,0.002114933933496977,0.003065204620361328,0.0010397363282844845,0.01,6,50,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__n_estimators': 50, 'classifier__subsample': 0.8}",0.7399151599219341,0.7784935897435898,0.8132371794871793,0.757948717948718,0.7232692307692308,0.7625727755741304,0.03130454356121349,5
0.01635899543762207,0.0024062661658958624,0.0022737979888916016,0.0001461556061946088,0.01,6,50,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__n_estimators': 50, 'classifier__subsample': 1.0}",0.7270439845803964,0.7662820512820513,0.8073477564102565,0.7582051282051281,0.7166025641025642,0.7550962969160793,0.03204278591286427,13
0.030055761337280273,0.003345477937816481,0.002848243713378906,0.000648645138998972,0.01,6,100,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__n_estimators': 100, 'classifier__subsample': 0.8}",0.7339957096082195,0.7757371794871795,0.8004326923076923,0.7610897435897436,0.7277003205128204,0.7597911291011311,0.026843707810376042,9
0.02923426628112793,0.00397000554124555,0.0033243656158447265,0.0010485614262202474,0.01,6,100,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__n_estimators': 100, 'classifier__subsample': 1.0}",0.7328747237858676,0.7607211538461538,0.7930208333333333,0.7668509615384616,0.7178525641025642,0.754264047321276,0.026402698224453184,14
0.05380802154541016,0.00488265098597084,0.0030420303344726564,8.389033405462015e-05,0.01,6,200,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__n_estimators': 200, 'classifier__subsample': 0.8}",0.7287536895756382,0.7697916666666668,0.7890064102564103,0.7559134615384615,0.7321474358974359,0.7551225327869225,0.022746855513770342,12
0.05847783088684082,0.003303903827155087,0.004630947113037109,0.002129413206689897,0.01,6,200,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__n_estimators': 200, 'classifier__subsample': 1.0}",0.7261084856207358,0.7599118589743591,0.7754086538461539,0.7748717948717948,0.7123958333333333,0.7497393253292753,0.025872722594868655,18
0.03489079475402832,0.0071240765723889245,0.002575111389160156,6.982179169421441e-05,0.01,9,50,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 9, 'classifier__n_estimators': 50, 'classifier__subsample': 0.8}",0.7229390796625751,0.7831330128205128,0.8120192307692308,0.7547035256410257,0.7332692307692308,0.761212815932515,0.03271048920486073,7
0.031107234954833984,0.00613926122607446,0.0031938552856445312,0.0014230007810528628,0.01,9,50,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 9, 'classifier__n_estimators': 50, 'classifier__subsample': 1.0}",0.7095678962563913,0.7784935897435897,0.8002564102564103,0.7567948717948718,0.7432451923076924,0.7576715920717911,0.030886493898011545,10
0.0523381233215332,0.005721934613496723,0.003547525405883789,0.000996619155666348,0.01,9,100,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 9, 'classifier__n_estimators': 100, 'classifier__subsample': 0.8}",0.7211729221439056,0.7728205128205128,0.7941666666666667,0.7572596153846155,0.7393429487179487,0.75695253314673,0.02540494770447636,11
0.05705118179321289,0.008997411083196315,0.0032932281494140623,0.0007853035689687397,0.01,9,100,1.0,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 9, 'classifier__n_estimators': 100, 'classifier__subsample': 1.0}",0.7094953144405555,0.7651442307692308,0.7819150641025642,0.7664903846153845,0.7334615384615385,0.7513013064778546,0.026174549075802318,16
0.11107115745544434,0.005879212527608508,0.0044825077056884766,0.0008916087423540602,0.01,9,200,0.8,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 9, 'classifier__n_estimators': 200, 'classifier__subsample': 0.8}",0.7275762512298585,0.7650801282051282,0.7821153846153847,0.7476282051282052,0.7385576923076923,0.7521915322972538,0.01936063248849787,15
